f1,f2,f3,f4,f5,num,validation
房地产住宅投资(亿元),艺术表演团体国内演出场次(千场次),城镇单位就业人员平均工资(元),普通高中教职工数(万人),政府办医院病床使用率(%),487,0.591879547175
教育城镇单位就业人员工资总额(亿元),国有建筑业房屋施工面积(万平方米),建筑业城镇单位就业人员工资总额(亿元),普通高中学校数(所),小学生师比(教师人数=1),1311,0.591597139059
福利彩票销售额(亿元),艺术表演团体国内演出场次(千场次),城镇居民医疗保险基金收入(万元),初中招生数(万人),鲜菜类居民消费价格指数(上年=100),1977,0.591383756033
固定资产投资(不含农户)住宅施工面积(万平方米),自治组织单位数(个),建筑业企业从业人员(万人),初中毕业生数(万人),政府办医院病床工作日(日),318,0.591269069098
教育城镇单位就业人员工资总额(亿元),普通小学学校数(所),公共图书馆参观展览人次(万人次),结婚登记(万对),小学生师比(教师人数=1),1301,0.591219307022
房地产开发住宅投资额(亿元),艺术表演团体国内演出场次(千场次),内资建筑业企业从业人员(万人),基层医疗卫生机构床位数(万张),政府办医院病床使用率(%),2880,0.590886469532
新注册民用汽车拥有量(万辆),特殊教育招生数(万人),办公楼销售额(亿元),中等职业学校获得职业资格证书毕业生数(万人),鲜菜类居民消费价格指数(上年=100),1920,0.590820696743
住宅房屋施工面积(万平方米),村民委员会单位数(个),城镇单位就业人员平均工资(元),普通小学毕业生数(万人),小学生师比(教师人数=1),1361,0.590775935968
房地产住宅投资(亿元),自治组织单位数(个),建筑业企业从业人员(万人),镇数(个),小学生师比(教师人数=1),795,0.59076989822
福利彩票销售额(亿元),农村集中供养五保人数(万人),城镇居民基本医疗保险年末参保人数(万人),镇数(个),小学生师比(教师人数=1),1092,0.590642566742
1-5亿元房地产开发投资额(亿元),艺术表演团体演出场次(万场次),城镇居民医疗保险基金收入(万元),国家重点优抚对象定期补助人数(万人),小学生师比(教师人数=1),842,0.590525349908
房地产开发企业住宅新开工房屋面积(万平方米),艺术表演团体国内演出场次(千场次),城镇居民医疗保险基金收入(万元),蔬菜播种面积(千公顷),菜类商品零售价格指数(上年=100),2095,0.590297464253
固定资产投资(不含农户)住宅施工面积(万平方米),艺术表演团体国内演出场次(千场次),城镇居民医疗保险基金支出(万元),国家重点优抚对象定期补助人数(万人),菜类商品零售价格指数(上年=100),1774,0.590232592928
全社会固定资产投资中其他资金(亿元),艺术表演团体演出场次(万场次),中国公民收养登记数(件),初中在校学生数(万人),政府办医院病床工作日(日),1072,0.590011866964
1-5亿元房地产开发投资额(亿元),村民委员会职工人数(人),社会组织女性职工人数(人),普通小学专任教师数(万人),小学生师比(教师人数=1),2815,0.589978520246
房地产开发住宅投资额(亿元),乡村医生和卫生员数(万人),内资建筑业企业从业人员(万人),普通高中学校数(所),政府办医院病床工作日(日),1051,0.589959808412
福利彩票销售额(亿元),艺术表演团体国内演出场次(千场次),城镇居民医疗保险基金收入(万元),初中招生数(万人),鲜菜类居民消费价格指数(上年=100),1978,0.589823079453
住宅房屋施工面积(万平方米),村民委员会单位数(个),中国公民收养登记数(件),普通小学毕业生数(万人),小学生师比(教师人数=1),1363,0.589795778481
固定资产投资(不含农户)房屋施工面积(万平方米),艺术表演团体国内演出场次(千场次),城镇居民医疗保险基金收入(万元),蔬菜播种面积(千公顷),菜类商品零售价格指数(上年=100),2431,0.589709387564
博物馆参观人次(万人次),艺术表演团体演出场次(万场次),福利彩票提取公益金(亿元),中等职业学校在校学生数(万人),菜类商品零售价格指数(上年=100),2808,0.589636445563
住宅房屋施工面积(万平方米),自治组织单位数(个),内资建筑业企业从业人员(万人),医疗卫生机构门诊健康检查人数(万人),小学生师比(教师人数=1),1000,0.589634193157
教育城镇单位就业人员工资总额(亿元),艺术表演团体演出场次(万场次),城镇居民医疗保险基金累计结余(万元),蔬菜播种面积(千公顷),政府办医院病床使用率(%),586,0.589563728994
教育城镇单位就业人员工资总额(亿元),自治组织单位数(个),建筑业企业从业人员(万人),普通高等学校专科招生数(万人),小学生师比(教师人数=1),2519,0.589530636573
房地产开发企业其他用途新开工房屋面积(万平方米),农村集中供养五保人数(万人),建筑业城镇单位就业人员(万人),内地居民登记结婚(万对),小学生师比(教师人数=1),2749,0.589281398543
商品房销售面积(万平方米),村民委员会单位数(个),社会组织女性职工人数(人),新注册民用载货汽车拥有量(万辆),小学生师比(教师人数=1),2214,0.58919564725
固定资产投资(不含农户)房屋施工面积(万平方米),乡镇数(个),建筑业企业从业人员(万人),蔬菜播种面积(千公顷),小学生师比(教师人数=1),811,0.58917272573
房地产业全社会固定资产投资(亿元),机动脱粒机数量(台),中国公民收养登记数(件),国家重点优抚对象(万人),菜类商品零售价格指数(上年=100),2107,0.589121562043
内资房地产开发企业个数(个),艺术表演团体演出场次(万场次),城镇单位就业人员平均工资(元),中等职业学校招生数(万人),政府办医院病床使用率(%),593,0.589089000639
教育城镇单位就业人员工资总额(亿元),农村集中供养五保人数(万人),城镇居民医疗保险基金支出(万元),初中招生数(万人),菜类商品零售价格指数(上年=100),110,0.58908884246
全社会住宅投资(亿元),艺术表演团体演出场次(万场次),国内外观设计专利申请受理量(项),普通高等学校专科招生数(万人),鲜菜类居民消费价格指数(上年=100),2875,0.588857962344
房地产开发住宅投资额(亿元),特殊教育在校学生数(万人),城镇居民医疗保险基金支出(万元),普通小学招生数(万人),政府办医院病床工作日(日),299,0.588809075095
房地产住宅投资(亿元),艺术表演团体机构数(个),建筑业企业从业人员(万人),普通小学在校学生数(万人),鲜菜类居民消费价格指数(上年=100),1837,0.588780381632
房地产住宅投资(亿元),村民委员会数(个),城镇居民基本医疗保险年末参保人数(万人),中等职业学校招生数(万人),小学生师比(教师人数=1),1725,0.58866926411
博物馆参观人次(万人次),普通小学学校数(所),中国公民收养登记数(件),普通高等学校专科招生数(万人),政府办医院病床使用率(%),441,0.588638507587
固定资产投资(不含农户)住宅施工面积(万平方米),其他办的村卫生室个数(个),社会组织女性职工人数(人),普通小学专任教师数(万人),小学生师比(教师人数=1),1480,0.588631083213
房地产住宅投资(亿元),乡镇数(个),城镇居民基本医疗保险年末参保人数(万人),中等职业学校招生数(万人),小学生师比(教师人数=1),1722,0.588623312463
福利彩票销售额(亿元),特殊教育在校学生数(万人),公共图书馆参观展览人次(万人次),普通高中招生数(万人),小学生师比(教师人数=1),1578,0.588577028962
博物馆参观人次(万人次),国有城镇单位就业人员工资总额指数(上年=100),国内外观设计专利申请受理量(项),国家重点优抚对象(万人),小学生师比(教师人数=1),446,0.588471344383
餐饮业企业所有者权益合计(亿元),新注册民用中型载客汽车拥有量(万辆),办公楼销售额(亿元),普通小学招生数(万人),小学生师比(教师人数=1),1514,0.588424464218
固定资产投资(不含农户)住宅施工面积(万平方米),乡村医生和卫生员数(万人),城镇居民医疗保险基金收入(万元),公路旅客周转量(亿人公里),政府办医院病床使用率(%),2458,0.588267532798
房地产业全社会固定资产投资(亿元),艺术表演团体演出场次(万场次),城镇居民医疗保险基金支出(万元),普通高中招生数(万人),小学生师比(教师人数=1),2004,0.588241419704
新注册民用汽车拥有量(万辆),普通小学学校数(所),福利彩票提取公益金(亿元),普通高等学校无职称专任教师数(万人),小学生师比(教师人数=1),985,0.588181116778
房地产业固定资产投资(不含农户)(亿元),特殊教育在校学生数(万人),城镇居民医疗保险基金支出(万元),普通高中在校学生数(万人),政府办医院病床使用率(%),2253,0.588133381503
房地产住宅投资(亿元),特殊教育毕业生数(万人),城镇居民基本医疗保险年末参保人数(万人),普通小学毕业生数(万人),政府办医院病床使用率(%),1658,0.588000587156
全社会住宅投资(亿元),村民委员会数(个),社会组织女性职工人数(人),普通小学在校学生数(万人),小学生师比(教师人数=1),2899,0.587992277744
城镇住宅投资(亿元),特殊教育招生数(万人),城镇居民医疗保险基金累计结余(万元),公路旅客周转量(亿人公里),小学生师比(教师人数=1),1004,0.587912105954
福利彩票销售额(亿元),艺术表演团体国内演出场次(千场次),城镇居民医疗保险基金累计结余(万元),普通高中在校学生数(万人),小学生师比(教师人数=1),1226,0.587906117942
房地产开发住宅投资额(亿元),机动脱粒机数量(台),中国公民收养登记数(件),蔬菜播种面积(千公顷),政府办医院病床使用率(%),1438,0.587898881313
固定资产投资(不含农户)(亿元),国有城镇单位就业人员工资总额指数(上年=100),社会组织女性职工人数(人),新注册民用载货汽车拥有量(万辆),小学生师比(教师人数=1),2947,0.587895767916
新注册民用载客汽车拥有量(万辆),自动气象站站点个数(个),内资建筑业企业从业人员(万人),初中招生数(万人),小学生师比(教师人数=1),2224,0.587880488585
内资房地产开发企业个数(个),特殊教育毕业生数(万人),国内外观设计专利申请授权量(项),中等职业学校获得职业资格证书毕业生数(万人),政府办医院病床使用率(%),2505,0.587841063525
教育城镇单位就业人员工资总额(亿元),特殊教育在校学生数(万人),中国公民收养登记数(件),普通小学毕业生数(万人),政府办医院病床使用率(%),573,0.587251593895
房地产开发住宅投资额(亿元),艺术表演团体国内演出场次(千场次),建筑业城镇单位就业人员(万人),普通小学专任教师数(万人),政府办医院病床工作日(日),2540,0.587127274906
房屋施工面积(万平方米),特殊教育毕业生数(万人),建筑业城镇单位就业人员(万人),初中学校数(所),小学生师比(教师人数=1),1298,0.586924560535
福利彩票销售额(亿元),艺术表演团体国内演出场次(千场次),家庭儿童收养登记总数(件),蔬菜播种面积(千公顷),小学生师比(教师人数=1),139,0.586911427259
客运量(万人),其他办的村卫生室个数(个),中国公民收养登记数(件),国家重点优抚对象(万人),菜类商品零售价格指数(上年=100),665,0.586861136505
1-5亿元房地产开发投资额(亿元),林业总产值指数(上年=100)(%),建筑业城镇单位就业人员工资总额(亿元),地方财政医疗卫生支出(亿元),小学生师比(教师人数=1),2795,0.586851233592
固定资产投资(不含农户)其他资金(亿元),特殊教育毕业生数(万人),国内外观设计专利申请受理量(项),国家重点优抚对象(万人),小学生师比(教师人数=1),1251,0.586818267606
房地产住宅投资(亿元),农村集中供养五保人数(万人),城镇居民医疗保险基金收入(万元),基层医疗卫生机构床位数(万张),政府办医院病床工作日(日),2151,0.586745944524
全社会固定资产投资中其他资金(亿元),特殊教育毕业生数(万人),国内外观设计专利申请受理量(项),普通小学教职工数(万人),小学生师比(教师人数=1),1026,0.58656332799
固定资产投资(不含农户)房屋施工面积(万平方米),普通小学学校数(所),国内外观设计专利申请授权量(项),蔬菜播种面积(千公顷),小学生师比(教师人数=1),1452,0.586426184575
1-5亿元房地产开发投资额(亿元),艺术表演团体国内演出场次(千场次),国内外观设计专利申请受理量(项),普通高中在校学生数(万人),政府办医院病床使用率(%),1350,0.586405945514
固定资产投资(不含农户)(亿元),特殊教育招生数(万人),中国公民收养登记数(件),结婚登记(万对),小学生师比(教师人数=1),346,0.586373178779
固定资产投资(不含农户)其他资金(亿元),自治组织单位数(个),城镇居民医疗保险基金收入(万元),农村卫生机构床位数(万张),小学生师比(教师人数=1),2493,0.586133568137
固定资产投资(不含农户)(亿元),艺术表演团体国内演出场次(千场次),建筑业城镇单位就业人员工资总额(亿元),镇数(个),小学生师比(教师人数=1),242,0.586115759004
全社会住宅投资(亿元),特殊教育毕业生数(万人),中国公民收养登记数(件),镇数(个),政府办医院病床工作日(日),1852,0.586099879576
房地产开发住宅投资额(亿元),艺术表演团体国内演出场次(千场次),中国公民收养登记数(件),普通高中在校学生数(万人),菜类商品零售价格指数(上年=100),2982,0.586027713131
房地产开发住宅投资额(亿元),艺术表演团体国内演出场次(千场次),中国公民收养登记数(件),普通高中在校学生数(万人),菜类商品零售价格指数(上年=100),2981,0.586027713131
全社会住宅投资(亿元),艺术表演团体国内演出场次(千场次),国内外观设计专利申请授权量(项),入院人数(万人),鲜菜类居民消费价格指数(上年=100),1249,0.585972220923
固定资产投资(不含农户)(亿元),村民委员会单位数(个),建筑业企业从业人员(万人),国家重点优抚对象(万人),小学生师比(教师人数=1),2209,0.585836047801
房屋施工面积(万平方米),国有建筑业房屋施工面积(万平方米),城镇居民医疗保险基金收入(万元),结婚登记(万对),小学生师比(教师人数=1),1929,0.585825617951
内资房地产开发企业个数(个),艺术表演团体国内演出场次(千场次),城镇居民医疗保险基金累计结余(万元),内地居民初婚登记(万人),小学生师比(教师人数=1),3054,0.585787620746
固定资产投资(不含农户)房屋施工面积(万平方米),艺术表演团体国内演出场次(千场次),城镇居民医疗保险基金支出(万元),初中在校学生数(万人),菜类商品零售价格指数(上年=100),2847,0.585693530939
固定资产投资(不含农户)房屋施工面积(万平方米),乡镇数(个),建筑业城镇单位就业人员(万人),普通小学毕业生数(万人),政府办医院病床使用率(%),2525,0.585555867821
房地产开发企业住宅新开工房屋面积(万平方米),艺术表演团体演出场次(万场次),建筑业企业从业人员(万人),初中毕业生数(万人),政府办医院病床工作日(日),3160,0.585499047379
固定资产投资(不含农户)房屋施工面积(万平方米),艺术表演团体国内演出场次(千场次),国内外观设计专利申请受理量(项),普通小学教职工数(万人),小学生师比(教师人数=1),2863,0.585359842322
房地产开发住宅投资额(亿元),特殊教育毕业生数(万人),家庭儿童收养登记总数(件),普通小学专任教师数(万人),政府办医院病床工作日(日),2400,0.58535140351
福利彩票销售额(亿元),艺术表演团体国内演出场次(千场次),城镇居民医疗保险基金累计结余(万元),普通高中在校学生数(万人),小学生师比(教师人数=1),1227,0.585329076485
住宅商品房销售面积(万平方米),国有城镇单位就业人员工资总额指数(上年=100),中国公民收养登记数(件),普通高中毕业生数(万人),小学生师比(教师人数=1),431,0.585080072826
内资房地产开发企业个数(个),艺术表演团体国内演出场次(千场次),社会组织女性职工人数(人),基层医疗卫生机构床位数(万张),政府办医院病床工作日(日),2875,0.585069450175
房地产业固定资产投资(不含农户)(亿元),艺术表演团体国内演出场次(千场次),城镇居民医疗保险基金支出(万元),初中招生数(万人),政府办医院病床使用率(%),116,0.585069230902
房地产业全社会固定资产投资(亿元),自治组织单位数(个),福利彩票提取公益金(亿元),普通小学教职工数(万人),小学生师比(教师人数=1),1471,0.585015661516
餐饮业企业所有者权益合计(亿元),国有城镇单位就业人员工资总额指数(上年=100),城镇居民医疗保险基金支出(万元),医疗卫生机构出院人数(万人),小学生师比(教师人数=1),1015,0.584961639011
固定资产投资(不含农户)(亿元),农村集中供养五保人数(万人),办公楼销售额(亿元),中等职业学校毕业生数(万人),政府办医院病床工作日(日),2157,0.584945770135
固定资产投资(不含农户)房屋施工面积(万平方米),村民委员会单位数(个),建筑业企业从业人员(万人),国家重点优抚对象(万人),政府办医院病床工作日(日),366,0.58437359217
1-5亿元房地产开发投资额(亿元),林业总产值指数(上年=100)(%),建筑业城镇单位就业人员工资总额(亿元),地方财政医疗卫生支出(亿元),小学生师比(教师人数=1),2796,0.584129663789
新注册民用汽车拥有量(万辆),艺术表演团体演出场次(万场次),城镇居民医疗保险基金收入(万元),基层医疗卫生机构床位数(万张),小学生师比(教师人数=1),1691,0.584119099957
房地产开发住宅投资额(亿元),机动脱粒机数量(台),建筑业城镇单位就业人员(万人),国家重点优抚对象定期补助人数(万人),小学生师比(教师人数=1),2751,0.584095120759
教育城镇单位就业人员工资总额(亿元),自治组织单位数(个),建筑业企业从业人员(万人),普通高等学校专科招生数(万人),小学生师比(教师人数=1),2520,0.584052702485
房地产住宅投资(亿元),特殊教育毕业生数(万人),建筑业城镇单位就业人员(万人),普通小学毕业生数(万人),小学生师比(教师人数=1),1657,0.583766767727
全社会固定资产投资中其他资金(亿元),艺术表演团体演出场次(万场次),中国公民收养登记数(件),初中在校学生数(万人),鲜菜类居民消费价格指数(上年=100),1074,0.583728537563
住宅房屋施工面积(万平方米),艺术表演团体国内演出场次(千场次),国内外观设计专利申请授权量(项),国家重点优抚对象定期补助人数(万人),鲜菜类居民消费价格指数(上年=100),1256,0.583580100344
固定资产投资(不含农户)房屋施工面积(万平方米),艺术表演团体演出场次(万场次),中国公民收养登记数(件),初中在校学生数(万人),鲜菜类居民消费价格指数(上年=100),1076,0.583462008868
房地产开发企业其他用途新开工房屋面积(万平方米),村民委员会数(个),建筑业企业从业人员(万人),普通高等学校无职称专任教师数(万人),小学生师比(教师人数=1),2764,0.583440917891
房屋施工面积(万平方米),乡村医生和卫生员数(万人),中国公民收养登记数(件),国家重点优抚对象(万人),政府办医院病床工作日(日),1132,0.583429933509
房地产业全社会固定资产投资(亿元),特殊教育毕业生数(万人),建筑业城镇单位就业人员(万人),普通高中教职工数(万人),小学生师比(教师人数=1),2175,0.583327868278
博物馆参观人次(万人次),特殊教育毕业生数(万人),福利彩票提取公益金(亿元),中等职业学校预计毕业生数(万人),菜类商品零售价格指数(上年=100),1740,0.583232208204
固定资产投资(不含农户)(亿元),新注册民用中型载客汽车拥有量(万辆),建筑业城镇单位就业人员(万人),乡村人口(万人),菜类商品零售价格指数(上年=100),1634,0.582924481337
房地产开发企业其他用途新开工房屋面积(万平方米),新注册民用中型载客汽车拥有量(万辆),国内外观设计专利申请授权量(项),初中在校学生数(万人),小学生师比(教师人数=1),2700,0.582921618018
房地产业固定资产投资(不含农户)(亿元),新注册民用中型载客汽车拥有量(万辆),城镇居民医疗保险基金支出(万元),入院人数(万人),小学生师比(教师人数=1),1901,0.582850200465
房地产住宅投资(亿元),艺术表演团体机构数(个),建筑业城镇单位就业人员(万人),初中毕业生数(万人),小学生师比(教师人数=1),1654,0.582799799717
房地产住宅投资(亿元),村民委员会职工人数(人),公共图书馆参观展览人次(万人次),蔬菜播种面积(千公顷),小学生师比(教师人数=1),734,0.582775875208
博物馆参观人次(万人次),特殊教育毕业生数(万人),福利彩票提取公益金(亿元),中等职业学校预计毕业生数(万人),政府办医院病床使用率(%),1739,0.582610883196
福利彩票销售额(亿元),艺术表演团体国内演出场次(千场次),城镇居民医疗保险基金累计结余(万元),普通小学专任教师数(万人),政府办医院病床使用率(%),2410,0.5824231067
教育城镇单位就业人员工资总额(亿元),特殊教育在校学生数(万人),福利彩票提取公益金(亿元),中等职业学校获得职业资格证书毕业生数(万人),政府办医院病床工作日(日),1959,0.582387072665
固定资产投资(不含农户)房屋施工面积(万平方米),乡镇数(个),建筑业城镇单位就业人员(万人),普通小学毕业生数(万人),菜类商品零售价格指数(上年=100),2528,0.582307795468
全社会固定资产投资中其他资金(亿元),乡村医生和卫生员数(万人),福利彩票提取公益金(亿元),乡村人口(万人),小学生师比(教师人数=1),511,0.582113241527
房地产业全社会固定资产投资(亿元),自治组织单位数(个),福利彩票提取公益金(亿元),初中学校数(所),小学生师比(教师人数=1),1473,0.581567569854
内资房地产开发企业个数(个),艺术表演团体演出场次(万场次),建筑业企业从业人员(万人),初中毕业生数(万人),小学生师比(教师人数=1),3159,0.581471796365
房地产业固定资产投资(不含农户)(亿元),国有城镇单位就业人员工资总额指数(上年=100),建筑业企业从业人员(万人),入院人数(万人),小学生师比(教师人数=1),168,0.581439723825
全社会住宅投资(亿元),艺术表演团体国内演出场次(千场次),城镇单位就业人员平均工资(元),国家重点优抚对象(万人),菜类商品零售价格指数(上年=100),606,0.581363696126
教育城镇单位就业人员工资总额(亿元),艺术表演团体国内演出场次(千场次),城镇居民医疗保险基金支出(万元),普通小学毕业生数(万人),政府办医院病床使用率(%),579,0.581326529129
福利彩票销售额(亿元),农村集中供养五保人数(万人),建筑业城镇单位就业人员(万人),镇数(个),政府办医院病床使用率(%),472,0.581261282411
福利彩票销售额(亿元),国有建筑业房屋施工面积(万平方米),公共图书馆参观展览人次(万人次),初中在校学生数(万人),小学生师比(教师人数=1),471,0.581182817781
博物馆参观人次(万人次),艺术表演团体演出场次(万场次),国内外观设计专利申请授权量(项),初中在校学生数(万人),政府办医院病床工作日(日),2660,0.58095817311
新注册民用载客汽车拥有量(万辆),农村集中供养五保人数(万人),内资建筑业企业从业人员(万人),普通小学毕业生数(万人),政府办医院病床工作日(日),2267,0.580927220974
福利彩票销售额(亿元),乡村医生和卫生员数(万人),建筑业城镇单位就业人员(万人),公路旅客周转量(亿人公里),政府办医院病床使用率(%),477,0.580877461551
全社会住宅投资(亿元),特殊教育毕业生数(万人),城镇居民基本医疗保险年末参保人数(万人),中等职业学校招生数(万人),政府办医院病床使用率(%),1378,0.580835217793
商品房销售面积(万平方米),新注册民用中型载客汽车拥有量(万辆),福利彩票提取公益金(亿元),初中招生数(万人),政府办医院病床使用率(%),563,0.580825412874
城镇住宅投资(亿元),艺术表演团体国内演出场次(千场次),建筑业企业从业人员(万人),镇数(个),菜类商品零售价格指数(上年=100),892,0.580634866038
房地产开发住宅投资额(亿元),艺术表演团体演出场次(万场次),国内外观设计专利申请受理量(项),普通小学在校学生数(万人),政府办医院病床使用率(%),126,0.580575589294
客运量(万人),其他办的村卫生室个数(个),建筑业城镇单位就业人员(万人),国家重点优抚对象(万人),政府办医院病床使用率(%),658,0.580540063571
房地产业固定资产投资(不含农户)(亿元),特殊教育毕业生数(万人),建筑业企业从业人员(万人),内地居民登记结婚(万对),小学生师比(教师人数=1),1676,0.580459555582
房地产住宅投资(亿元),普通小学学校数(所),建筑业城镇单位就业人员(万人),地方财政医疗卫生支出(亿元),政府办医院病床工作日(日),1654,0.580149703144
餐饮业企业所有者权益合计(亿元),新注册民用中型载客汽车拥有量(万辆),办公楼销售额(亿元),初中招生数(万人),小学生师比(教师人数=1),1517,0.579950273107
房屋施工面积(万平方米),村民委员会单位数(个),建筑业城镇单位就业人员工资总额(亿元),结婚登记(万对),小学生师比(教师人数=1),2218,0.579920909189
房地产住宅投资(亿元),特殊教育在校学生数(万人),城镇单位就业人员平均工资(元),内地居民初婚登记(万人),政府办医院病床工作日(日),2230,0.579729559439
房地产住宅投资(亿元),国有建筑业房屋施工面积(万平方米),建筑业城镇单位就业人员工资总额(亿元),普通高中学校数(所),小学生师比(教师人数=1),2505,0.579695532549
全社会住宅投资(亿元),村民委员会职工人数(人),城镇单位就业人员平均工资(元),中等职业学校招生数(万人),小学生师比(教师人数=1),2935,0.579691006916
餐饮业企业所有者权益合计(亿元),新注册民用中型载客汽车拥有量(万辆),办公楼销售额(亿元),普通小学招生数(万人),小学生师比(教师人数=1),1515,0.579677134651
固定资产投资(不含农户)住宅施工面积(万平方米),特殊教育在校学生数(万人),国内外观设计专利申请授权量(项),普通小学教职工数(万人),小学生师比(教师人数=1),988,0.579618860709
固定资产投资(不含农户)其他资金(亿元),林业总产值指数(上年=100)(%),办公楼销售额(亿元),普通高中在校学生数(万人),小学生师比(教师人数=1),969,0.57955260707
固定资产投资(不含农户)住宅施工面积(万平方米),新注册民用中型载客汽车拥有量(万辆),办公楼销售额(亿元),结婚登记(万对),小学生师比(教师人数=1),1519,0.579279922631
固定资产投资(不含农户)其他资金(亿元),艺术表演团体国内演出场次(千场次),城镇居民医疗保险基金支出(万元),初中招生数(万人),政府办医院病床使用率(%),118,0.579212330786
教育城镇单位就业人员工资总额(亿元),农村集中供养五保人数(万人),建筑业城镇单位就业人员(万人),普通高中在校学生数(万人),小学生师比(教师人数=1),103,0.579131625596
固定资产投资(不含农户)房屋施工面积(万平方米),特殊教育在校学生数(万人),国内外观设计专利申请授权量(项),国家重点优抚对象定期补助人数(万人),政府办医院病床使用率(%),2262,0.579116003969
商品房销售面积(万平方米),特殊教育招生数(万人),城镇居民医疗保险基金收入(万元),国家重点优抚对象定期补助人数(万人),鲜菜类居民消费价格指数(上年=100),853,0.578943590375
福利彩票销售额(亿元),农村集中供养五保人数(万人),公共图书馆参观展览人次(万人次),入院人数(万人),小学生师比(教师人数=1),1089,0.57886526564
房地产开发企业其他用途新开工房屋面积(万平方米),新注册民用中型载客汽车拥有量(万辆),建筑业企业从业人员(万人),国家重点优抚对象(万人),政府办医院病床工作日(日),929,0.578693229149
房地产开发企业其他用途新开工房屋面积(万平方米),新注册民用中型载客汽车拥有量(万辆),建筑业企业从业人员(万人),国家重点优抚对象(万人),政府办医院病床工作日(日),927,0.578693229149
1-5亿元房地产开发投资额(亿元),村民委员会数(个),公共图书馆参观展览人次(万人次),医疗卫生机构出院人数(万人),小学生师比(教师人数=1),236,0.578634118115
固定资产投资(不含农户)其他资金(亿元),村民委员会单位数(个),家庭儿童收养登记总数(件),普通高等学校专科招生数(万人),小学生师比(教师人数=1),2800,0.57835796568
房屋施工面积(万平方米),艺术表演团体国内演出场次(千场次),城镇居民医疗保险基金支出(万元),初中招生数(万人),政府办医院病床使用率(%),115,0.578304991008
房屋施工面积(万平方米),艺术表演团体国内演出场次(千场次),城镇居民医疗保险基金支出(万元),初中招生数(万人),政府办医院病床使用率(%),113,0.578304991008
全社会住宅投资(亿元),普通小学学校数(所),内资建筑业企业从业人员(万人),普通高等学校无职称专任教师数(万人),小学生师比(教师人数=1),992,0.578192782659
新注册民用载客汽车拥有量(万辆),艺术表演团体演出场次(万场次),国内外观设计专利申请受理量(项),普通小学在校学生数(万人),政府办医院病床使用率(%),2243,0.57780988877
公路客运量(万人),村民委员会数(个),建筑业城镇单位就业人员(万人),国家重点优抚对象(万人),小学生师比(教师人数=1),3114,0.577742218589
房地产开发住宅投资额(亿元),特殊教育在校学生数(万人),城镇居民医疗保险基金累计结余(万元),普通小学招生数(万人),政府办医院病床工作日(日),298,0.577721216518
房地产开发住宅投资额(亿元),特殊教育毕业生数(万人),建筑业城镇单位就业人员(万人),国家重点优抚对象定期补助人数(万人),小学生师比(教师人数=1),2753,0.577709817457
固定资产投资(不含农户)住宅施工面积(万平方米),农村集中供养五保人数(万人),办公楼销售额(亿元),国家重点优抚对象(万人),政府办医院病床工作日(日),2152,0.577444529969
商品房销售面积(万平方米),艺术表演团体机构数(个),福利彩票提取公益金(亿元),中等职业学校毕业生数(万人),小学生师比(教师人数=1),1409,0.577400932825
房地产业固定资产投资(不含农户)(亿元),特殊教育在校学生数(万人),城镇居民医疗保险基金收入(万元),国家重点优抚对象定期补助人数(万人),小学生师比(教师人数=1),2600,0.577168072111
全社会固定资产投资中其他资金(亿元),国有城镇单位就业人员工资总额指数(上年=100),家庭儿童收养登记总数(件),普通高中在校学生数(万人),小学生师比(教师人数=1),363,0.576759752224
固定资产投资(不含农户)其他资金(亿元),艺术表演团体演出场次(万场次),社会组织女性职工人数(人),镇数(个),政府办医院病床使用率(%),2195,0.576619308713
住宅房屋施工面积(万平方米),村民委员会单位数(个),城镇单位就业人员平均工资(元),普通小学毕业生数(万人),小学生师比(教师人数=1),1362,0.575984154652
新注册民用汽车拥有量(万辆),艺术表演团体演出场次(万场次),公共图书馆参观展览人次(万人次),镇数(个),政府办医院病床使用率(%),2596,0.575880492041
固定资产投资(不含农户)(亿元),农村集中供养五保人数(万人),建筑业城镇单位就业人员(万人),中等职业学校获得职业资格证书毕业生数(万人),菜类商品零售价格指数(上年=100),314,0.575650121978
1-5亿元房地产开发投资额(亿元),其他办的村卫生室个数(个),中国公民收养登记数(件),普通高中在校学生数(万人),政府办医院病床使用率(%),1349,0.575335165496
新注册民用载客汽车拥有量(万辆),特殊教育在校学生数(万人),内资建筑业企业从业人员(万人),国家重点优抚对象定期补助人数(万人),政府办医院病床工作日(日),2266,0.575233388267
建筑业增加值(亿元),国有建筑业房屋施工面积(万平方米),福利彩票提取公益金(亿元),初中招生数(万人),政府办医院病床工作日(日),552,0.575218219868
建筑业增加值(亿元),国有建筑业房屋施工面积(万平方米),福利彩票提取公益金(亿元),初中招生数(万人),政府办医院病床工作日(日),553,0.575218219868
建筑业增加值(亿元),国有建筑业房屋施工面积(万平方米),福利彩票提取公益金(亿元),初中招生数(万人),政府办医院病床工作日(日),554,0.575218219868
建筑业增加值(亿元),国有建筑业房屋施工面积(万平方米),福利彩票提取公益金(亿元),初中招生数(万人),政府办医院病床工作日(日),557,0.575218219868
全社会住宅投资(亿元),艺术表演团体演出场次(万场次),家庭儿童收养登记总数(件),医疗卫生机构出院人数(万人),鲜菜类居民消费价格指数(上年=100),957,0.574996029126
新注册民用汽车拥有量(万辆),林业总产值指数(上年=100)(%),社会组织女性职工人数(人),入院人数(万人),小学生师比(教师人数=1),1623,0.574985936163
