f1,f2,f3,f4,f5,f6,f7,f8,f9,f10,num,validation
全社会固定资产投资中其他资金(亿元),建筑业城镇单位就业人员工资总额(亿元),普通小学学校数(所),小学生师比(教师人数=1),特殊教育招生数(万人),艺术表演团体国内演出场次(千场次),菜类商品零售价格指数(上年=100),国家重点优抚对象定期补助人数(万人),新注册民用中型载客汽车拥有量(万辆),城镇居民基本医疗保险年末参保人数(万人),665,0.749808247594
1-5亿元房地产开发投资额(亿元),家庭儿童收养登记总数(件),结婚登记(万对),小学生师比(教师人数=1),自动气象站站点个数(个),艺术表演团体机构数(个),鲜菜类居民消费价格指数(上年=100),镇数(个),城镇单位就业人员平均工资(元),公共图书馆参观展览人次(万人次),436,0.749785312845
固定资产投资(不含农户)其他资金(亿元),国内外观设计专利申请授权量(项),中等职业学校获得职业资格证书毕业生数(万人),小学生师比(教师人数=1),特殊教育在校学生数(万人),艺术表演团体演出场次(万场次),菜类商品零售价格指数(上年=100),农村集中供养五保人数(万人),林业总产值指数(上年=100)(%),城镇居民基本医疗保险年末参保人数(万人),760,0.749782528149
全社会固定资产投资中其他资金(亿元),中国公民收养登记数(件),普通高中招生数(万人),小学生师比(教师人数=1),特殊教育招生数(万人),艺术表演团体机构数(个),鲜菜类居民消费价格指数(上年=100),农村集中供养五保人数(万人),办公楼销售额(亿元),社会组织女性职工人数(人),2511,0.749734884365
固定资产投资(不含农户)住宅施工面积(万平方米),建筑业企业从业人员(万人),初中毕业生数(万人),小学生师比(教师人数=1),特殊教育招生数(万人),艺术表演团体国内演出场次(千场次),菜类商品零售价格指数(上年=100),国家重点优抚对象(万人),林业总产值指数(上年=100)(%),公路旅客周转量(亿人公里),2150,0.749688603989
固定资产投资(不含农户)(亿元),中国公民收养登记数(件),新注册民用载货汽车拥有量(万辆),小学生师比(教师人数=1),机动脱粒机数量(台),艺术表演团体机构数(个),鲜菜类居民消费价格指数(上年=100),国家重点优抚对象(万人),新注册民用中型载客汽车拥有量(万辆),福利彩票提取公益金(亿元),3108,0.749683084224
房地产住宅投资(亿元),国内外观设计专利申请授权量(项),普通小学毕业生数(万人),小学生师比(教师人数=1),特殊教育招生数(万人),艺术表演团体国内演出场次(千场次),菜类商品零售价格指数(上年=100),农村集中供养五保人数(万人),城镇单位就业人员平均工资(元),公共图书馆参观展览人次(万人次),1548,0.749654694554
固定资产投资(不含农户)(亿元),建筑业城镇单位就业人员(万人),中等职业学校毕业生数(万人),小学生师比(教师人数=1),机动脱粒机数量(台),艺术表演团体演出场次(万场次),菜类商品零售价格指数(上年=100),国家重点优抚对象定期补助人数(万人),办公楼销售额(亿元),普通高等学校无职称专任教师数(万人),161,0.749639006243
地方财政医疗卫生支出(亿元),建筑业城镇单位就业人员(万人),普通小学专任教师数(万人),小学生师比(教师人数=1),自动气象站站点个数(个),艺术表演团体国内演出场次(千场次),菜类商品零售价格指数(上年=100),农村集中供养五保人数(万人),办公楼销售额(亿元),国有建筑业房屋施工面积(万平方米),1971,0.749632714635
地方财政医疗卫生支出(亿元),建筑业企业从业人员(万人),普通小学毕业生数(万人),小学生师比(教师人数=1),乡镇数(个),艺术表演团体国内演出场次(千场次),鲜菜类居民消费价格指数(上年=100),村民委员会数(个),林业总产值指数(上年=100)(%),社会组织女性职工人数(人),1979,0.749614853672
全社会住宅投资(亿元),建筑业企业从业人员(万人),普通小学学校数(所),小学生师比(教师人数=1),其他办的村卫生室个数(个),艺术表演团体演出场次(万场次),菜类商品零售价格指数(上年=100),国家重点优抚对象定期补助人数(万人),林业总产值指数(上年=100)(%),福利彩票提取公益金(亿元),2667,0.749575452379
1-5亿元房地产开发投资额(亿元),建筑业城镇单位就业人员(万人),中等职业学校获得职业资格证书毕业生数(万人),小学生师比(教师人数=1),特殊教育在校学生数(万人),艺术表演团体机构数(个),菜类商品零售价格指数(上年=100),村民委员会职工人数(人),办公楼销售额(亿元),城镇居民医疗保险基金收入(万元),945,0.749558041932
餐饮业企业所有者权益合计(亿元),建筑业企业从业人员(万人),普通高等学校专科招生数(万人),小学生师比(教师人数=1),特殊教育招生数(万人),艺术表演团体演出场次(万场次),鲜菜类居民消费价格指数(上年=100),国家重点优抚对象定期补助人数(万人),新注册民用中型载客汽车拥有量(万辆),公共图书馆参观展览人次(万人次),1443,0.749519111456
1-5亿元房地产开发投资额(亿元),建筑业城镇单位就业人员(万人),中等职业学校预计毕业生数(万人),小学生师比(教师人数=1),特殊教育招生数(万人),艺术表演团体国内演出场次(千场次),鲜菜类居民消费价格指数(上年=100),村民委员会单位数(个),城镇单位就业人员平均工资(元),社会组织女性职工人数(人),615,0.749493273764
房地产住宅投资(亿元),家庭儿童收养登记总数(件),初中毕业生数(万人),政府办医院病床使用率(%),特殊教育在校学生数(万人),艺术表演团体机构数(个),菜类商品零售价格指数(上年=100),镇数(个),新注册民用中型载客汽车拥有量(万辆),公共图书馆参观展览人次(万人次),1637,0.74949306287
固定资产投资(不含农户)(亿元),国内外观设计专利申请受理量(项),普通高等学校专科招生数(万人),小学生师比(教师人数=1),特殊教育在校学生数(万人),艺术表演团体演出场次(万场次),鲜菜类居民消费价格指数(上年=100),村民委员会数(个),办公楼销售额(亿元),城镇居民医疗保险基金支出(万元),663,0.749468821052
新注册民用小型载客汽车拥有量(万辆),建筑业城镇单位就业人员(万人),普通高等学校专科招生数(万人),小学生师比(教师人数=1),特殊教育在校学生数(万人),艺术表演团体演出场次(万场次),菜类商品零售价格指数(上年=100),村民委员会数(个),林业总产值指数(上年=100)(%),普通高等学校无职称专任教师数(万人),2989,0.749463580984
固定资产投资(不含农户)(亿元),内资建筑业企业从业人员(万人),中等职业学校在校学生数(万人),小学生师比(教师人数=1),特殊教育招生数(万人),艺术表演团体机构数(个),菜类商品零售价格指数(上年=100),农村卫生机构床位数(万张),新注册民用中型载客汽车拥有量(万辆),国有建筑业房屋施工面积(万平方米),1474,0.749423143741
固定资产投资(不含农户)(亿元),内资建筑业企业从业人员(万人),中等职业学校在校学生数(万人),小学生师比(教师人数=1),特殊教育招生数(万人),艺术表演团体机构数(个),菜类商品零售价格指数(上年=100),农村卫生机构床位数(万张),新注册民用中型载客汽车拥有量(万辆),国有建筑业房屋施工面积(万平方米),1472,0.749423143741
餐饮业企业所有者权益合计(亿元),国内外观设计专利申请授权量(项),普通高中教职工数(万人),小学生师比(教师人数=1),特殊教育在校学生数(万人),艺术表演团体演出场次(万场次),鲜菜类居民消费价格指数(上年=100),镇数(个),城镇单位就业人员平均工资(元),福利彩票提取公益金(亿元),740,0.749420985147
餐饮业企业所有者权益合计(亿元),建筑业城镇单位就业人员(万人),中等职业学校获得职业资格证书毕业生数(万人),小学生师比(教师人数=1),机动脱粒机数量(台),艺术表演团体国内演出场次(千场次),菜类商品零售价格指数(上年=100),村民委员会数(个),林业总产值指数(上年=100)(%),城镇居民医疗保险基金收入(万元),2566,0.749397033761
固定资产投资(不含农户)其他资金(亿元),中国公民收养登记数(件),新注册民用载货汽车拥有量(万辆),小学生师比(教师人数=1),其他办的村卫生室个数(个),艺术表演团体机构数(个),菜类商品零售价格指数(上年=100),国家重点优抚对象定期补助人数(万人),林业总产值指数(上年=100)(%),社会组织女性职工人数(人),745,0.749354879903
博物馆参观人次(万人次),中国公民收养登记数(件),新注册民用载货汽车拥有量(万辆),小学生师比(教师人数=1),特殊教育在校学生数(万人),艺术表演团体演出场次(万场次),菜类商品零售价格指数(上年=100),国家重点优抚对象(万人),新注册民用中型载客汽车拥有量(万辆),国有建筑业房屋施工面积(万平方米),403,0.749335780437
房地产开发企业住宅新开工房屋面积(万平方米),国内外观设计专利申请受理量(项),普通高中教职工数(万人),小学生师比(教师人数=1),特殊教育招生数(万人),艺术表演团体演出场次(万场次),菜类商品零售价格指数(上年=100),村民委员会数(个),办公楼销售额(亿元),普通高等学校无职称专任教师数(万人),1738,0.749318754642
1-5亿元房地产开发投资额(亿元),国内外观设计专利申请受理量(项),普通高中毕业生数(万人),政府办医院病床工作日(日),国有城镇单位就业人员工资总额指数(上年=100),艺术表演团体国内演出场次(千场次),鲜菜类居民消费价格指数(上年=100),国家重点优抚对象(万人),新注册民用中型载客汽车拥有量(万辆),福利彩票提取公益金(亿元),2857,0.749280037258
房地产开发企业住宅新开工房屋面积(万平方米),内资建筑业企业从业人员(万人),普通小学专任教师数(万人),小学生师比(教师人数=1),特殊教育招生数(万人),艺术表演团体演出场次(万场次),菜类商品零售价格指数(上年=100),国家重点优抚对象(万人),城镇单位就业人员平均工资(元),国有建筑业房屋施工面积(万平方米),2929,0.749276666722
新注册民用小型载客汽车拥有量(万辆),内资建筑业企业从业人员(万人),内地居民初婚登记(万人),小学生师比(教师人数=1),乡镇数(个),艺术表演团体演出场次(万场次),鲜菜类居民消费价格指数(上年=100),国家重点优抚对象(万人),办公楼销售额(亿元),普通高等学校无职称专任教师数(万人),808,0.74925321993
固定资产投资(不含农户)住宅施工面积(万平方米),国内外观设计专利申请受理量(项),普通高中招生数(万人),小学生师比(教师人数=1),特殊教育招生数(万人),艺术表演团体演出场次(万场次),鲜菜类居民消费价格指数(上年=100),基层医疗卫生机构床位数(万张),新注册民用中型载客汽车拥有量(万辆),国有建筑业房屋施工面积(万平方米),2070,0.749250319294
1-5亿元房地产开发投资额(亿元),建筑业企业从业人员(万人),初中毕业生数(万人),小学生师比(教师人数=1),特殊教育毕业生数(万人),艺术表演团体演出场次(万场次),菜类商品零售价格指数(上年=100),镇数(个),新注册民用中型载客汽车拥有量(万辆),城镇居民医疗保险基金支出(万元),3010,0.749161243294
博物馆参观人次(万人次),建筑业城镇单位就业人员(万人),普通小学教职工数(万人),政府办医院病床使用率(%),特殊教育招生数(万人),艺术表演团体机构数(个),菜类商品零售价格指数(上年=100),国家重点优抚对象(万人),新注册民用中型载客汽车拥有量(万辆),福利彩票销售额(亿元),7,0.749139260472
房地产住宅投资(亿元),建筑业城镇单位就业人员(万人),普通小学毕业生数(万人),小学生师比(教师人数=1),特殊教育招生数(万人),艺术表演团体国内演出场次(千场次),鲜菜类居民消费价格指数(上年=100),村民委员会职工人数(人),林业总产值指数(上年=100)(%),社会组织女性职工人数(人),407,0.749120374026
固定资产投资(不含农户)住宅施工面积(万平方米),国内外观设计专利申请授权量(项),初中毕业生数(万人),小学生师比(教师人数=1),特殊教育在校学生数(万人),艺术表演团体国内演出场次(千场次),鲜菜类居民消费价格指数(上年=100),农村集中供养五保人数(万人),林业总产值指数(上年=100)(%),城镇居民基本医疗保险年末参保人数(万人),2116,0.749055672577
房地产开发住宅投资额(亿元),内资建筑业企业从业人员(万人),初中毕业生数(万人),小学生师比(教师人数=1),其他办的村卫生室个数(个),艺术表演团体机构数(个),菜类商品零售价格指数(上年=100),村民委员会职工人数(人),办公楼销售额(亿元),城镇居民医疗保险基金支出(万元),921,0.749007816106
新注册民用小型载客汽车拥有量(万辆),建筑业城镇单位就业人员(万人),初中学校数(所),小学生师比(教师人数=1),乡镇数(个),艺术表演团体机构数(个),菜类商品零售价格指数(上年=100),村民委员会数(个),林业总产值指数(上年=100)(%),公共图书馆参观展览人次(万人次),1402,0.748989044109
房地产开发住宅投资额(亿元),国内外观设计专利申请受理量(项),初中毕业生数(万人),小学生师比(教师人数=1),特殊教育招生数(万人),艺术表演团体机构数(个),菜类商品零售价格指数(上年=100),国家重点优抚对象定期补助人数(万人),办公楼销售额(亿元),福利彩票销售额(亿元),913,0.748980807748
博物馆参观人次(万人次),国内外观设计专利申请受理量(项),普通高中毕业生数(万人),小学生师比(教师人数=1),机动脱粒机数量(台),艺术表演团体演出场次(万场次),菜类商品零售价格指数(上年=100),自治组织单位数(个),新注册民用中型载客汽车拥有量(万辆),福利彩票提取公益金(亿元),394,0.748974650159
城镇住宅投资(亿元),建筑业城镇单位就业人员工资总额(亿元),中等职业学校毕业生数(万人),小学生师比(教师人数=1),特殊教育招生数(万人),艺术表演团体国内演出场次(千场次),菜类商品零售价格指数(上年=100),农村集中供养五保人数(万人),城镇单位就业人员平均工资(元),福利彩票提取公益金(亿元),422,0.74894852657
房地产业全社会固定资产投资(亿元),国内外观设计专利申请受理量(项),中等职业学校招生数(万人),小学生师比(教师人数=1),特殊教育毕业生数(万人),艺术表演团体演出场次(万场次),鲜菜类居民消费价格指数(上年=100),镇数(个),办公楼销售额(亿元),福利彩票提取公益金(亿元),2200,0.748939191891
房地产开发企业其他用途新开工房屋面积(万平方米),内资建筑业企业从业人员(万人),内地居民初婚登记(万人),小学生师比(教师人数=1),特殊教育招生数(万人),艺术表演团体机构数(个),菜类商品零售价格指数(上年=100),农村集中供养五保人数(万人),城镇单位就业人员平均工资(元),城镇居民医疗保险基金收入(万元),1527,0.748933243678
房地产开发住宅投资额(亿元),建筑业城镇单位就业人员工资总额(亿元),普通高中毕业生数(万人),小学生师比(教师人数=1),机动脱粒机数量(台),艺术表演团体国内演出场次(千场次),鲜菜类居民消费价格指数(上年=100),村民委员会单位数(个),办公楼销售额(亿元),社会组织女性职工人数(人),1572,0.748918043069
城镇住宅投资(亿元),建筑业城镇单位就业人员工资总额(亿元),普通小学招生数(万人),小学生师比(教师人数=1),机动脱粒机数量(台),艺术表演团体演出场次(万场次),鲜菜类居民消费价格指数(上年=100),国家重点优抚对象(万人),新注册民用中型载客汽车拥有量(万辆),普通高等学校无职称专任教师数(万人),2730,0.748888332397
房地产开发住宅投资额(亿元),建筑业城镇单位就业人员(万人),医疗卫生机构门诊健康检查人数(万人),政府办医院病床使用率(%),特殊教育在校学生数(万人),艺术表演团体国内演出场次(千场次),菜类商品零售价格指数(上年=100),国家重点优抚对象(万人),新注册民用中型载客汽车拥有量(万辆),城镇居民基本医疗保险年末参保人数(万人),1659,0.748871702099
全社会固定资产投资中其他资金(亿元),国内外观设计专利申请受理量(项),普通高中在校学生数(万人),小学生师比(教师人数=1),自动气象站站点个数(个),艺术表演团体国内演出场次(千场次),鲜菜类居民消费价格指数(上年=100),国家重点优抚对象定期补助人数(万人),办公楼销售额(亿元),普通高等学校无职称专任教师数(万人),280,0.748811592897
博物馆参观人次(万人次),中国公民收养登记数(件),普通高中教职工数(万人),小学生师比(教师人数=1),自动气象站站点个数(个),艺术表演团体演出场次(万场次),菜类商品零售价格指数(上年=100),镇数(个),城镇单位就业人员平均工资(元),公共图书馆参观展览人次(万人次),619,0.748802811586
房地产住宅投资(亿元),中国公民收养登记数(件),医疗卫生机构出院人数(万人),小学生师比(教师人数=1),特殊教育在校学生数(万人),艺术表演团体演出场次(万场次),菜类商品零售价格指数(上年=100),基层医疗卫生机构床位数(万张),城镇单位就业人员平均工资(元),国有建筑业房屋施工面积(万平方米),1492,0.748792623877
1-5亿元房地产开发投资额(亿元),内资建筑业企业从业人员(万人),普通高等学校专科招生数(万人),政府办医院病床使用率(%),特殊教育招生数(万人),艺术表演团体演出场次(万场次),菜类商品零售价格指数(上年=100),国家重点优抚对象(万人),城镇单位就业人员平均工资(元),城镇居民医疗保险基金支出(万元),2566,0.748789485674
固定资产投资(不含农户)房屋施工面积(万平方米),国内外观设计专利申请授权量(项),初中学校数(所),小学生师比(教师人数=1),特殊教育毕业生数(万人),艺术表演团体演出场次(万场次),菜类商品零售价格指数(上年=100),村民委员会数(个),林业总产值指数(上年=100)(%),城镇居民基本医疗保险年末参保人数(万人),1772,0.74876897438
房地产开发住宅投资额(亿元),国内外观设计专利申请受理量(项),普通小学专任教师数(万人),小学生师比(教师人数=1),其他办的村卫生室个数(个),艺术表演团体演出场次(万场次),鲜菜类居民消费价格指数(上年=100),基层医疗卫生机构床位数(万张),办公楼销售额(亿元),城镇居民基本医疗保险年末参保人数(万人),1256,0.748738785125
博物馆参观人次(万人次),内资建筑业企业从业人员(万人),中等职业学校预计毕业生数(万人),小学生师比(教师人数=1),特殊教育招生数(万人),艺术表演团体演出场次(万场次),鲜菜类居民消费价格指数(上年=100),镇数(个),林业总产值指数(上年=100)(%),公共图书馆参观展览人次(万人次),2019,0.748690009343
房地产开发住宅投资额(亿元),内资建筑业企业从业人员(万人),初中招生数(万人),小学生师比(教师人数=1),机动脱粒机数量(台),艺术表演团体国内演出场次(千场次),菜类商品零售价格指数(上年=100),乡村医生和卫生员数(万人),新注册民用中型载客汽车拥有量(万辆),公路旅客周转量(亿人公里),2264,0.748662497932
房地产业全社会固定资产投资(亿元),建筑业城镇单位就业人员(万人),医疗卫生机构出院人数(万人),小学生师比(教师人数=1),自动气象站站点个数(个),艺术表演团体机构数(个),鲜菜类居民消费价格指数(上年=100),村民委员会单位数(个),办公楼销售额(亿元),国有建筑业房屋施工面积(万平方米),2402,0.748656427436
房地产住宅投资(亿元),国内外观设计专利申请授权量(项),普通高中在校学生数(万人),小学生师比(教师人数=1),自动气象站站点个数(个),艺术表演团体演出场次(万场次),鲜菜类居民消费价格指数(上年=100),镇数(个),办公楼销售额(亿元),公路旅客周转量(亿人公里),259,0.74861305165
房地产住宅投资(亿元),国内外观设计专利申请授权量(项),普通高中在校学生数(万人),小学生师比(教师人数=1),自动气象站站点个数(个),艺术表演团体演出场次(万场次),鲜菜类居民消费价格指数(上年=100),镇数(个),办公楼销售额(亿元),公路旅客周转量(亿人公里),260,0.74861305165
建筑业增加值(亿元),国内外观设计专利申请受理量(项),蔬菜播种面积(千公顷),小学生师比(教师人数=1),自动气象站站点个数(个),艺术表演团体演出场次(万场次),菜类商品零售价格指数(上年=100),国家重点优抚对象(万人),办公楼销售额(亿元),国有建筑业房屋施工面积(万平方米),2946,0.748591394251
1-5亿元房地产开发投资额(亿元),建筑业城镇单位就业人员(万人),中等职业学校招生数(万人),小学生师比(教师人数=1),特殊教育招生数(万人),艺术表演团体演出场次(万场次),菜类商品零售价格指数(上年=100),国家重点优抚对象定期补助人数(万人),城镇单位就业人员平均工资(元),公共图书馆参观展览人次(万人次),584,0.748576607941
全社会固定资产投资中其他资金(亿元),国内外观设计专利申请受理量(项),内地居民登记结婚(万对),小学生师比(教师人数=1),特殊教育在校学生数(万人),艺术表演团体国内演出场次(千场次),菜类商品零售价格指数(上年=100),国家重点优抚对象(万人),新注册民用中型载客汽车拥有量(万辆),公共图书馆参观展览人次(万人次),1831,0.748572428483
房地产开发企业住宅新开工房屋面积(万平方米),中国公民收养登记数(件),初中毕业生数(万人),小学生师比(教师人数=1),机动脱粒机数量(台),艺术表演团体国内演出场次(千场次),菜类商品零售价格指数(上年=100),农村集中供养五保人数(万人),办公楼销售额(亿元),普通高等学校无职称专任教师数(万人),693,0.748549997305
新注册民用小型载客汽车拥有量(万辆),中国公民收养登记数(件),初中毕业生数(万人),小学生师比(教师人数=1),乡镇数(个),艺术表演团体演出场次(万场次),菜类商品零售价格指数(上年=100),国家重点优抚对象(万人),新注册民用中型载客汽车拥有量(万辆),普通高等学校无职称专任教师数(万人),1853,0.74853829113
住宅商品房销售面积(万平方米),建筑业城镇单位就业人员工资总额(亿元),新注册民用轻型载货汽车拥有量(万辆),小学生师比(教师人数=1),特殊教育招生数(万人),艺术表演团体国内演出场次(千场次),鲜菜类居民消费价格指数(上年=100),村民委员会单位数(个),城镇单位就业人员平均工资(元),社会组织女性职工人数(人),605,0.748505181233
教育城镇单位就业人员工资总额(亿元),国内外观设计专利申请受理量(项),蔬菜播种面积(千公顷),小学生师比(教师人数=1),乡镇数(个),艺术表演团体演出场次(万场次),菜类商品零售价格指数(上年=100),基层医疗卫生机构床位数(万张),城镇单位就业人员平均工资(元),福利彩票提取公益金(亿元),359,0.748345023617
房地产开发住宅投资额(亿元),建筑业城镇单位就业人员(万人),医疗卫生机构门诊健康检查人数(万人),小学生师比(教师人数=1),其他办的村卫生室个数(个),艺术表演团体演出场次(万场次),菜类商品零售价格指数(上年=100),村民委员会数(个),办公楼销售额(亿元),普通高等学校无职称专任教师数(万人),1766,0.748344276898
房地产业全社会固定资产投资(亿元),内资建筑业企业从业人员(万人),中等职业学校预计毕业生数(万人),小学生师比(教师人数=1),特殊教育招生数(万人),艺术表演团体演出场次(万场次),菜类商品零售价格指数(上年=100),国家重点优抚对象(万人),林业总产值指数(上年=100)(%),城镇居民医疗保险基金支出(万元),2032,0.748295418221
1-5亿元房地产开发投资额(亿元),建筑业企业从业人员(万人),蔬菜播种面积(千公顷),小学生师比(教师人数=1),机动脱粒机数量(台),艺术表演团体机构数(个),菜类商品零售价格指数(上年=100),村民委员会数(个),林业总产值指数(上年=100)(%),福利彩票提取公益金(亿元),721,0.748264105883
1-5亿元房地产开发投资额(亿元),建筑业城镇单位就业人员(万人),入院人数(万人),政府办医院病床使用率(%),机动脱粒机数量(台),艺术表演团体演出场次(万场次),鲜菜类居民消费价格指数(上年=100),国家重点优抚对象(万人),新注册民用中型载客汽车拥有量(万辆),普通高等学校无职称专任教师数(万人),1028,0.748231007931
住宅商品房销售面积(万平方米),建筑业企业从业人员(万人),中等职业学校获得职业资格证书毕业生数(万人),小学生师比(教师人数=1),特殊教育招生数(万人),艺术表演团体演出场次(万场次),菜类商品零售价格指数(上年=100),村民委员会单位数(个),办公楼销售额(亿元),城镇居民医疗保险基金支出(万元),1919,0.748229264226
房地产住宅投资(亿元),建筑业城镇单位就业人员工资总额(亿元),普通小学招生数(万人),小学生师比(教师人数=1),特殊教育招生数(万人),艺术表演团体国内演出场次(千场次),鲜菜类居民消费价格指数(上年=100),国家重点优抚对象(万人),办公楼销售额(亿元),城镇居民基本医疗保险年末参保人数(万人),970,0.748221996702
房地产开发住宅投资额(亿元),建筑业城镇单位就业人员(万人),初中毕业生数(万人),小学生师比(教师人数=1),国有城镇单位就业人员工资总额指数(上年=100),艺术表演团体国内演出场次(千场次),鲜菜类居民消费价格指数(上年=100),农村卫生机构床位数(万张),林业总产值指数(上年=100)(%),公路旅客周转量(亿人公里),1126,0.748220119672
全社会住宅投资(亿元),国内外观设计专利申请受理量(项),医疗卫生机构门诊健康检查人数(万人),政府办医院病床使用率(%),特殊教育招生数(万人),艺术表演团体演出场次(万场次),菜类商品零售价格指数(上年=100),国家重点优抚对象(万人),新注册民用中型载客汽车拥有量(万辆),福利彩票销售额(亿元),1,0.748214629007
新注册民用小型载客汽车拥有量(万辆),国内外观设计专利申请受理量(项),初中毕业生数(万人),小学生师比(教师人数=1),乡镇数(个),艺术表演团体演出场次(万场次),菜类商品零售价格指数(上年=100),国家重点优抚对象(万人),新注册民用中型载客汽车拥有量(万辆),普通高等学校无职称专任教师数(万人),1851,0.748176094119
博物馆参观人次(万人次),建筑业城镇单位就业人员工资总额(亿元),初中毕业生数(万人),小学生师比(教师人数=1),国有城镇单位就业人员工资总额指数(上年=100),艺术表演团体演出场次(万场次),菜类商品零售价格指数(上年=100),国家重点优抚对象(万人),林业总产值指数(上年=100)(%),城镇居民医疗保险基金支出(万元),1329,0.748169269655
博物馆参观人次(万人次),建筑业城镇单位就业人员(万人),中等职业学校毕业生数(万人),小学生师比(教师人数=1),特殊教育在校学生数(万人),艺术表演团体国内演出场次(千场次),菜类商品零售价格指数(上年=100),村民委员会单位数(个),办公楼销售额(亿元),福利彩票销售额(亿元),961,0.74814856013
固定资产投资(不含农户)(亿元),国内外观设计专利申请授权量(项),结婚登记(万对),小学生师比(教师人数=1),特殊教育招生数(万人),艺术表演团体演出场次(万场次),菜类商品零售价格指数(上年=100),基层医疗卫生机构床位数(万张),城镇单位就业人员平均工资(元),福利彩票销售额(亿元),565,0.748145935
地方财政医疗卫生支出(亿元),内资建筑业企业从业人员(万人),普通小学招生数(万人),小学生师比(教师人数=1),特殊教育招生数(万人),艺术表演团体演出场次(万场次),菜类商品零售价格指数(上年=100),国家重点优抚对象(万人),办公楼销售额(亿元),普通高等学校无职称专任教师数(万人),1295,0.748123382648
固定资产投资(不含农户)(亿元),国内外观设计专利申请授权量(项),普通小学毕业生数(万人),小学生师比(教师人数=1),特殊教育招生数(万人),艺术表演团体演出场次(万场次),菜类商品零售价格指数(上年=100),基层医疗卫生机构床位数(万张),城镇单位就业人员平均工资(元),福利彩票销售额(亿元),564,0.748065737436
固定资产投资(不含农户)其他资金(亿元),建筑业城镇单位就业人员工资总额(亿元),普通小学毕业生数(万人),小学生师比(教师人数=1),特殊教育招生数(万人),艺术表演团体国内演出场次(千场次),鲜菜类居民消费价格指数(上年=100),农村集中供养五保人数(万人),办公楼销售额(亿元),公共图书馆参观展览人次(万人次),1543,0.748051846271
房地产开发企业其他用途新开工房屋面积(万平方米),国内外观设计专利申请受理量(项),中等职业学校在校学生数(万人),小学生师比(教师人数=1),特殊教育毕业生数(万人),艺术表演团体国内演出场次(千场次),鲜菜类居民消费价格指数(上年=100),国家重点优抚对象定期补助人数(万人),城镇单位就业人员平均工资(元),福利彩票销售额(亿元),59,0.747963719038
房地产住宅投资(亿元),建筑业城镇单位就业人员工资总额(亿元),普通小学专任教师数(万人),小学生师比(教师人数=1),特殊教育招生数(万人),艺术表演团体演出场次(万场次),鲜菜类居民消费价格指数(上年=100),基层医疗卫生机构床位数(万张),新注册民用中型载客汽车拥有量(万辆),城镇居民基本医疗保险年末参保人数(万人),2826,0.747896016159
房地产开发企业住宅新开工房屋面积(万平方米),中国公民收养登记数(件),初中毕业生数(万人),小学生师比(教师人数=1),其他办的村卫生室个数(个),艺术表演团体国内演出场次(千场次),菜类商品零售价格指数(上年=100),农村集中供养五保人数(万人),办公楼销售额(亿元),福利彩票销售额(亿元),710,0.7478825951
固定资产投资(不含农户)房屋施工面积(万平方米),中国公民收养登记数(件),医疗卫生机构出院人数(万人),小学生师比(教师人数=1),特殊教育招生数(万人),艺术表演团体演出场次(万场次),菜类商品零售价格指数(上年=100),国家重点优抚对象(万人),新注册民用中型载客汽车拥有量(万辆),城镇居民医疗保险基金收入(万元),2447,0.747860744868
房地产住宅投资(亿元),国内外观设计专利申请受理量(项),中等职业学校毕业生数(万人),小学生师比(教师人数=1),特殊教育招生数(万人),艺术表演团体机构数(个),菜类商品零售价格指数(上年=100),国家重点优抚对象(万人),新注册民用中型载客汽车拥有量(万辆),普通高等学校无职称专任教师数(万人),2052,0.747852692585
住宅房屋施工面积(万平方米),建筑业城镇单位就业人员工资总额(亿元),普通高中专任教师数(万人),小学生师比(教师人数=1),特殊教育在校学生数(万人),艺术表演团体演出场次(万场次),菜类商品零售价格指数(上年=100),村民委员会数(个),城镇单位就业人员平均工资(元),福利彩票提取公益金(亿元),414,0.747828174254
房地产住宅投资(亿元),建筑业城镇单位就业人员(万人),入院人数(万人),小学生师比(教师人数=1),国有城镇单位就业人员工资总额指数(上年=100),艺术表演团体演出场次(万场次),鲜菜类居民消费价格指数(上年=100),村民委员会数(个),城镇单位就业人员平均工资(元),福利彩票提取公益金(亿元),2317,0.74777498929
房地产开发住宅投资额(亿元),建筑业城镇单位就业人员(万人),入院人数(万人),小学生师比(教师人数=1),国有城镇单位就业人员工资总额指数(上年=100),艺术表演团体演出场次(万场次),鲜菜类居民消费价格指数(上年=100),国家重点优抚对象定期补助人数(万人),城镇单位就业人员平均工资(元),福利彩票提取公益金(亿元),2323,0.747761498556
固定资产投资(不含农户)房屋施工面积(万平方米),国内外观设计专利申请授权量(项),初中毕业生数(万人),小学生师比(教师人数=1),其他办的村卫生室个数(个),艺术表演团体演出场次(万场次),菜类商品零售价格指数(上年=100),基层医疗卫生机构床位数(万张),办公楼销售额(亿元),国有建筑业房屋施工面积(万平方米),2710,0.747760210995
内资房地产开发企业个数(个),家庭儿童收养登记总数(件),医疗卫生机构门诊健康检查人数(万人),政府办医院病床工作日(日),特殊教育招生数(万人),艺术表演团体演出场次(万场次),鲜菜类居民消费价格指数(上年=100),村民委员会数(个),城镇单位就业人员平均工资(元),城镇居民医疗保险基金支出(万元),2850,0.747759875629
